Src_NodeID, Dest_NodeID, Weight, B1, B2, B3
7166, 7167, 6, 0, 1, 1
7167, 7166, 6, 0, 1, 1
6520, 6521, 17, 1, 1, 1
6521, 6520, 17, 1, 1, 1
2124, 7673, 2, 0, 1, 0
7673, 2124, 2, 0, 1, 0
503, 504, 3, 1, 1, 0
504, 503, 3, 1, 1, 0
4126, 4127, 13, 0, 1, 1
4127, 4126, 13, 0, 1, 1
8030, 8031, 9, 0, 1, 1
8031, 8030, 9, 0, 1, 1
9538, 9539, 4, 1, 1, 1
9539, 9538, 4, 1, 1, 1
410, 411, 19, 0, 1, 0
411, 410, 19, 0, 1, 0
6505, 6506, 7, 0, 1, 1
6506, 6505, 7, 0, 1, 1
9112, 9113, 18, 1, 1, 0
9113, 9112, 18, 1, 1, 0
9914, 9915, 1, 0, 1, 1
9915, 9914, 1, 0, 1, 1
5510, 5511, 12, 0, 1, 0
5511, 5510, 12, 0, 1, 0
1536, 1537, 9, 1, 1, 1
1537, 1536, 9, 1, 1, 1
8806, 9167, 36, 1, 1, 0
9167, 8806, 36, 1, 1, 0
5254, 5255, 9, 0, 1, 1
5255, 5254, 9, 0, 1, 1
8102, 8103, 7, 0, 1, 0
8103, 8102, 7, 0, 1, 0
2224, 2225, 6, 1, 1, 0
2225, 2224, 6, 1, 1, 0
6827, 9480, 19, 1, 1, 1
9480, 6827, 19, 1, 1, 1
7898, 7899, 12, 1, 1, 0
7899, 7898, 12, 1, 1, 0
1393, 1394, 4, 0, 1, 1
1394, 1393, 4, 0, 1, 1
9568, 9569, 10, 1, 1, 1
9569, 9568, 10, 1, 1, 1
383, 384, 12, 0, 1, 0
384, 383, 12, 0, 1, 0
8599, 8600, 17, 0, 1, 0
8600, 8599, 17, 0, 1, 0
4775, 4776, 8, 1, 1, 0
4776, 4775, 8, 1, 1, 0
2822, 2823, 8, 0, 1, 1
2823, 2822, 8, 0, 1, 1
5065, 5066, 9, 1, 1, 0
5066, 5065, 9, 1, 1, 0
5091, 5092, 8, 1, 1, 0
5092, 5091, 8, 1, 1, 0
6532, 6533, 1, 1, 1, 1
6533, 6532, 1, 1, 1, 1
1385, 8980, 42, 1, 1, 1
8980, 1385, 42, 1, 1, 1
846, 847, 13, 1, 1, 0
847, 846, 13, 1, 1, 0
2799, 2800, 1, 1, 1, 1
2800, 2799, 1, 1, 1, 1
2871, 2872, 5, 0, 1, 1
2872, 2871, 5, 0, 1, 1
7623, 7624, 9, 1, 1, 1
7624, 7623, 9, 1, 1, 1
8392, 8393, 4, 0, 1, 1
8393, 8392, 4, 0, 1, 1
5782, 5783, 9, 0, 1, 0
5783, 5782, 9, 0, 1, 0
9129, 9130, 12, 1, 1, 1
9130, 9129, 12, 1, 1, 1
8956, 8957, 8, 0, 1, 1
8957, 8956, 8, 0, 1, 1
5287, 5288, 2, 1, 1, 0
5288, 5287, 2, 1, 1, 0
1173, 1174, 19, 0, 1, 0
1174, 1173, 19, 0, 1, 0
3412, 3413, 14, 0, 1, 0
3413, 3412, 14, 0, 1, 0
7523, 7524, 8, 1, 1, 1
7524, 7523, 8, 1, 1, 1
4600, 4601, 19, 0, 1, 1
4601, 4600, 19, 0, 1, 1
2103, 2104, 15, 0, 1, 0
2104, 2103, 15, 0, 1, 0
8604, 8605, 1, 0, 1, 0
8605, 8604, 1, 0, 1, 0
430, 431, 8, 1, 1, 0
431, 430, 8, 1, 1, 0
1495, 1496, 5, 0, 1, 1
1496, 1495, 5, 0, 1, 1
2865, 2866, 6, 1, 1, 0
2866, 2865, 6, 1, 1, 0
6770, 6771, 4, 0, 1, 0
6771, 6770, 4, 0, 1, 0
1731, 1732, 8, 1, 1, 0
1732, 1731, 8, 1, 1, 0
9902, 9903, 20, 0, 1, 1
9903, 9902, 20, 0, 1, 1
2651, 2652, 8, 1, 1, 0
2652, 2651, 8, 1, 1, 0
72, 73, 8, 0, 1, 0
73, 72, 8, 0, 1, 0
5452, 5453, 12, 1, 1, 0
5453, 5452, 12, 1, 1, 0
3883, 3884, 17, 0, 1, 1
3884, 3883, 17, 0, 1, 1
930, 931, 18, 1, 1, 1
931, 930, 18, 1, 1, 1
8171, 8172, 4, 1, 1, 0
8172, 8171, 4, 1, 1, 0
7357, 7358, 4, 0, 1, 1
7358, 7357, 4, 0, 1, 1
8144, 8145, 12, 1, 1, 1
8145, 8144, 12, 1, 1, 1
4907, 4908, 3, 0, 1, 1
4908, 4907, 3, 0, 1, 1
1122, 1123, 4, 0, 1, 0
1123, 1122, 4, 0, 1, 0
5481, 5482, 8, 0, 1, 1
5482, 5481, 8, 0, 1, 1
2805, 2806, 1, 0, 1, 1
2806, 2805, 1, 0, 1, 1
8547, 8548, 13, 1, 1, 0
8548, 8547, 13, 1, 1, 0
1477, 1478, 2, 0, 1, 1
1478, 1477, 2, 0, 1, 1
1275, 1276, 14, 1, 1, 1
1276, 1275, 14, 1, 1, 1
3482, 3483, 3, 0, 1, 0
3483, 3482, 3, 0, 1, 0
4388, 4389, 12, 1, 1, 0
4389, 4388, 12, 1, 1, 0
3050, 3051, 19, 0, 1, 0
3051, 3050, 19, 0, 1, 0
2059, 9159, 42, 1, 1, 1
9159, 2059, 42, 1, 1, 1
4233, 4234, 8, 0, 1, 1
4234, 4233, 8, 0, 1, 1
1223, 1224, 9, 1, 1, 0
1224, 1223, 9, 1, 1, 0
1180, 1181, 3, 0, 1, 0
1181, 1180, 3, 0, 1, 0
2770, 2771, 5, 0, 1, 1
2771, 2770, 5, 0, 1, 1
48, 49, 11, 0, 1, 1
49, 48, 11, 0, 1, 1
142, 143, 6, 0, 1, 1
143, 142, 6, 0, 1, 1
9692, 9693, 11, 1, 1, 0
9693, 9692, 11, 1, 1, 0
80, 81, 3, 1, 1, 1
81, 80, 3, 1, 1, 1
2150, 2151, 6, 1, 1, 1
2151, 2150, 6, 1, 1, 1
6228, 6229, 18, 1, 1, 1
6229, 6228, 18, 1, 1, 1
5338, 5339, 15, 0, 1, 0
5339, 5338, 15, 0, 1, 0
6218, 6219, 19, 0, 1, 1
6219, 6218, 19, 0, 1, 1
7077, 7078, 6, 0, 1, 0
7078, 7077, 6, 0, 1, 0
3510, 3511, 15, 1, 1, 0
3511, 3510, 15, 1, 1, 0
2895, 2896, 19, 1, 1, 1
2896, 2895, 19, 1, 1, 1
3206, 3207, 18, 0, 1, 1
3207, 3206, 18, 0, 1, 1
1044, 1045, 18, 0, 1, 0
1045, 1044, 18, 0, 1, 0
8156, 8157, 5, 1, 1, 0
8157, 8156, 5, 1, 1, 0
7147, 7148, 3, 1, 1, 1
7148, 7147, 3, 1, 1, 1
523, 524, 12, 1, 1, 1
524, 523, 12, 1, 1, 1
6824, 6825, 5, 1, 1, 0
6825, 6824, 5, 1, 1, 0
7313, 7314, 18, 1, 1, 1
7314, 7313, 18, 1, 1, 1
6492, 3766, 37, 1, 1, 0
3766, 6492, 37, 1, 1, 0
4787, 4788, 7, 0, 1, 1
4788, 4787, 7, 0, 1, 1
7291, 7292, 9, 1, 1, 0
7292, 7291, 9, 1, 1, 0
3409, 3410, 4, 0, 1, 0
3410, 3409, 4, 0, 1, 0
740, 741, 2, 1, 1, 1
741, 740, 2, 1, 1, 1
4526, 4527, 15, 1, 1, 1
4527, 4526, 15, 1, 1, 1
3938, 5607, 49, 0, 1, 1
5607, 3938, 49, 0, 1, 1
2444, 2445, 6, 1, 1, 1
2445, 2444, 6, 1, 1, 1
2054, 2055, 13, 1, 1, 0
2055, 2054, 13, 1, 1, 0
2232, 2233, 6, 0, 1, 1
2233, 2232, 6, 0, 1, 1
2284, 2285, 19, 1, 1, 0
2285, 2284, 19, 1, 1, 0
2106, 2107, 15, 0, 1, 0
2107, 2106, 15, 0, 1, 0
4808, 4809, 4, 0, 1, 0
4809, 4808, 4, 0, 1, 0
978, 979, 4, 1, 1, 0
979, 978, 4, 1, 1, 0
9504, 9505, 17, 1, 1, 0
9505, 9504, 17, 1, 1, 0
2693, 2694, 2, 1, 1, 1
2694, 2693, 2, 1, 1, 1
2808, 8624, 34, 0, 1, 1
8624, 2808, 34, 0, 1, 1
1767, 1768, 6, 1, 1, 1
1768, 1767, 6, 1, 1, 1
4905, 4906, 20, 0, 1, 0
4906, 4905, 20, 0, 1, 0
9055, 9056, 14, 0, 1, 1
9056, 9055, 14, 0, 1, 1
8341, 8342, 6, 0, 1, 0
8342, 8341, 6, 0, 1, 0
6581, 6582, 10, 1, 1, 1
6582, 6581, 10, 1, 1, 1
5345, 5346, 14, 1, 1, 0
5346, 5345, 14, 1, 1, 0
7311, 7312, 10, 0, 1, 1
7312, 7311, 10, 0, 1, 1
4020, 4021, 16, 1, 1, 1
4021, 4020, 16, 1, 1, 1
6176, 6177, 19, 1, 1, 1
6177, 6176, 19, 1, 1, 1
8162, 8163, 3, 1, 1, 0
8163, 8162, 3, 1, 1, 0
8752, 8753, 5, 0, 1, 0
8753, 8752, 5, 0, 1, 0
1334, 1335, 10, 1, 1, 1
1335, 1334, 10, 1, 1, 1
1346, 4021, 27, 0, 1, 0
4021, 1346, 27, 0, 1, 0
1860, 1603, 21, 0, 1, 0
1603, 1860, 21, 0, 1, 0
9552, 9553, 12, 1, 1, 0
9553, 9552, 12, 1, 1, 0
7946, 7947, 2, 1, 1, 1
7947, 7946, 2, 1, 1, 1
5133, 5134, 6, 1, 1, 1
5134, 5133, 6, 1, 1, 1
5267, 5268, 11, 1, 1, 0
5268, 5267, 11, 1, 1, 0
7566, 7567, 9, 1, 1, 0
7567, 7566, 9, 1, 1, 0
9901, 9902, 14, 1, 1, 0
9902, 9901, 14, 1, 1, 0
1329, 1330, 19, 0, 1, 1
1330, 1329, 19, 0, 1, 1
4318, 4319, 16, 0, 1, 1
4319, 4318, 16, 0, 1, 1
2769, 2770, 3, 0, 1, 1
2770, 2769, 3, 0, 1, 1
9605, 9606, 8, 1, 1, 1
9606, 9605, 8, 1, 1, 1
9050, 9051, 18, 1, 1, 1
9051, 9050, 18, 1, 1, 1
8288, 8289, 8, 0, 1, 1
8289, 8288, 8, 0, 1, 1
2243, 2244, 1, 0, 1, 1
2244, 2243, 1, 0, 1, 1
6594, 6595, 16, 0, 1, 1
6595, 6594, 16, 0, 1, 1
2516, 2517, 15, 1, 1, 0
2517, 2516, 15, 1, 1, 0
5480, 5481, 9, 0, 1, 1
5481, 5480, 9, 0, 1, 1
6510, 6511, 15, 1, 1, 0
6511, 6510, 15, 1, 1, 0
2874, 2875, 5, 1, 1, 0
2875, 2874, 5, 1, 1, 0
1489, 1490, 14, 1, 1, 0
1490, 1489, 14, 1, 1, 0
7372, 7373, 16, 0, 1, 1
7373, 7372, 16, 0, 1, 1
5043, 5044, 4, 0, 1, 1
5044, 5043, 4, 0, 1, 1
3917, 3918, 10, 1, 1, 0
3918, 3917, 10, 1, 1, 0
1404, 1405, 4, 1, 1, 0
1405, 1404, 4, 1, 1, 0
1703, 1704, 2, 1, 1, 1
1704, 1703, 2, 1, 1, 1
4611, 4612, 18, 0, 1, 0
4612, 4611, 18, 0, 1, 0
6879, 6880, 16, 0, 1, 0
6880, 6879, 16, 0, 1, 0
9921, 9922, 2, 0, 1, 0
9922, 9921, 2, 0, 1, 0
2545, 2546, 15, 1, 1, 1
2546, 2545, 15, 1, 1, 1
2072, 2073, 5, 1, 1, 0
2073, 2072, 5, 1, 1, 0
575, 576, 5, 1, 1, 0
576, 575, 5, 1, 1, 0
7407, 7408, 19, 1, 1, 1
7408, 7407, 19, 1, 1, 1
2454, 2455, 19, 0, 1, 1
2455, 2454, 19, 0, 1, 1
7732, 7733, 7, 0, 1, 0
7733, 7732, 7, 0, 1, 0
7364, 7365, 20, 0, 1, 1
7365, 7364, 20, 0, 1, 1
9750, 9751, 9, 1, 1, 0
9751, 9750, 9, 1, 1, 0
3190, 3191, 5, 1, 1, 0
3191, 3190, 5, 1, 1, 0
2100, 2101, 13, 0, 1, 0
2101, 2100, 13, 0, 1, 0
4809, 4810, 5, 1, 1, 0
4810, 4809, 5, 1, 1, 0
7984, 7985, 1, 1, 1, 0
7985, 7984, 1, 1, 1, 0
2015, 3704, 50, 0, 1, 0
3704, 2015, 50, 0, 1, 0
7747, 7748, 16, 1, 1, 0
7748, 7747, 16, 1, 1, 0
3123, 3124, 17, 1, 1, 0
3124, 3123, 17, 1, 1, 0
6956, 6957, 10, 1, 1, 1
6957, 6956, 10, 1, 1, 1
2205, 2206, 16, 0, 1, 0
2206, 2205, 16, 0, 1, 0
9893, 548, 22, 0, 1, 0
548, 9893, 22, 0, 1, 0
9172, 9173, 17, 0, 1, 1
9173, 9172, 17, 0, 1, 1
1595, 1596, 17, 0, 1, 1
1596, 1595, 17, 0, 1, 1
8637, 8638, 4, 1, 1, 1
8638, 8637, 4, 1, 1, 1
6601, 6602, 3, 0, 1, 1
6602, 6601, 3, 0, 1, 1
815, 7818, 40, 0, 1, 1
7818, 815, 40, 0, 1, 1
5266, 5267, 11, 0, 1, 0
5267, 5266, 11, 0, 1, 0
8857, 8858, 2, 1, 1, 0
8858, 8857, 2, 1, 1, 0
4604, 4605, 3, 1, 1, 0
4605, 4604, 3, 1, 1, 0
2804, 2805, 3, 1, 1, 1
2805, 2804, 3, 1, 1, 1
5203, 5204, 20, 1, 1, 0
5204, 5203, 20, 1, 1, 0
129, 130, 13, 0, 1, 1
130, 129, 13, 0, 1, 1
6566, 6567, 7, 0, 1, 1
6567, 6566, 7, 0, 1, 1
6834, 6835, 16, 1, 1, 0
6835, 6834, 16, 1, 1, 0
7478, 7479, 5, 0, 1, 1
7479, 7478, 5, 0, 1, 1
6110, 6111, 18, 0, 1, 0
6111, 6110, 18, 0, 1, 0
441, 442, 20, 0, 1, 0
442, 441, 20, 0, 1, 0
4419, 4420, 6, 1, 1, 1
4420, 4419, 6, 1, 1, 1
1820, 1821, 7, 1, 1, 0
1821, 1820, 7, 1, 1, 0
1861, 1862, 5, 1, 1, 0
1862, 1861, 5, 1, 1, 0
2884, 2885, 5, 1, 1, 0
2885, 2884, 5, 1, 1, 0
5643, 5644, 1, 1, 1, 1
5644, 5643, 1, 1, 1, 1
1962, 1963, 4, 1, 1, 1
1963, 1962, 4, 1, 1, 1
651, 652, 4, 1, 1, 1
652, 651, 4, 1, 1, 1
6892, 6893, 3, 0, 1, 1
6893, 6892, 3, 0, 1, 1
515, 516, 9, 1, 1, 1
516, 515, 9, 1, 1, 1
1004, 1005, 19, 1, 1, 1
1005, 1004, 19, 1, 1, 1
9689, 9690, 12, 1, 1, 1
9690, 9689, 12, 1, 1, 1
1973, 1974, 13, 0, 1, 0
1974, 1973, 13, 0, 1, 0
6090, 6091, 10, 1, 1, 1
6091, 6090, 10, 1, 1, 1
5861, 5862, 18, 0, 1, 1
5862, 5861, 18, 0, 1, 1
3496, 3497, 1, 1, 1, 0
3497, 3496, 1, 1, 1, 0
4036, 4037, 16, 0, 1, 1
4037, 4036, 16, 0, 1, 1
5583, 5584, 7, 1, 1, 1
5584, 5583, 7, 1, 1, 1
6976, 6977, 9, 1, 1, 0
6977, 6976, 9, 1, 1, 0
4971, 4972, 14, 0, 1, 0
4972, 4971, 14, 0, 1, 0
4882, 4883, 3, 0, 1, 1
4883, 4882, 3, 0, 1, 1
300, 301, 14, 0, 1, 1
301, 300, 14, 0, 1, 1
4080, 4081, 3, 0, 1, 1
4081, 4080, 3, 0, 1, 1
5348, 5349, 4, 1, 1, 0
5349, 5348, 4, 1, 1, 0
4204, 4205, 4, 0, 1, 1
4205, 4204, 4, 0, 1, 1
9818, 9819, 15, 0, 1, 1
9819, 9818, 15, 0, 1, 1
3573, 3574, 15, 0, 1, 0
3574, 3573, 15, 0, 1, 0
1856, 1857, 6, 1, 1, 0
1857, 1856, 6, 1, 1, 0
4645, 4646, 1, 0, 1, 1
4646, 4645, 1, 0, 1, 1
8660, 8661, 20, 1, 1, 1
8661, 8660, 20, 1, 1, 1
3085, 3086, 6, 0, 1, 1
3086, 3085, 6, 0, 1, 1
4805, 4806, 8, 1, 1, 0
4806, 4805, 8, 1, 1, 0
3109, 3110, 10, 1, 1, 1
3110, 3109, 10, 1, 1, 1
5845, 5846, 14, 1, 1, 0
5846, 5845, 14, 1, 1, 0
3226, 3227, 18, 1, 1, 1
3227, 3226, 18, 1, 1, 1
1433, 1434, 13, 1, 1, 1
1434, 1433, 13, 1, 1, 1
9627, 9628, 9, 1, 1, 1
9628, 9627, 9, 1, 1, 1
428, 429, 19, 1, 1, 1
429, 428, 19, 1, 1, 1
3607, 3608, 11, 0, 1, 0
3608, 3607, 11, 0, 1, 0
7685, 1691, 6, 1, 1, 1
1691, 7685, 6, 1, 1, 1
4789, 4790, 10, 0, 1, 0
4790, 4789, 10, 0, 1, 0
1112, 1113, 5, 1, 1, 1
1113, 1112, 5, 1, 1, 1
6692, 6693, 16, 0, 1, 1
6693, 6692, 16, 0, 1, 1
1386, 2336, 17, 0, 1, 1
2336, 1386, 17, 0, 1, 1
6647, 6648, 19, 1, 1, 1
6648, 6647, 19, 1, 1, 1
5405, 5406, 6, 1, 1, 0
5406, 5405, 6, 1, 1, 0
9133, 9134, 18, 0, 1, 1
9134, 9133, 18, 0, 1, 1
7271, 7272, 15, 0, 1, 1
7272, 7271, 15, 0, 1, 1
8596, 9642, 42, 0, 1, 1
9642, 8596, 42, 0, 1, 1
2872, 2873, 3, 0, 1, 0
2873, 2872, 3, 0, 1, 0
5567, 5568, 17, 0, 1, 0
5568, 5567, 17, 0, 1, 0
8700, 8701, 18, 1, 1, 1
8701, 8700, 18, 1, 1, 1
25, 26, 2, 1, 1, 1
26, 25, 2, 1, 1, 1
6512, 6513, 5, 0, 1, 0
6513, 6512, 5, 0, 1, 0
3697, 3698, 9, 1, 1, 0
3698, 3697, 9, 1, 1, 0
4637, 4638, 9, 1, 1, 1
4638, 4637, 9, 1, 1, 1
3765, 3766, 2, 1, 1, 1
3766, 3765, 2, 1, 1, 1
5157, 5158, 15, 1, 1, 1
5158, 5157, 15, 1, 1, 1
3497, 3498, 11, 1, 1, 0
3498, 3497, 11, 1, 1, 0
398, 399, 17, 1, 1, 1
399, 398, 17, 1, 1, 1
4992, 4993, 5, 1, 1, 1
4993, 4992, 5, 1, 1, 1
5837, 5838, 4, 1, 1, 0
5838, 5837, 4, 1, 1, 0
8673, 8674, 7, 1, 1, 0
8674, 8673, 7, 1, 1, 0
9065, 9066, 2, 0, 1, 0
9066, 9065, 2, 0, 1, 0
3929, 3930, 4, 1, 1, 0
3930, 3929, 4, 1, 1, 0
1876, 1877, 15, 0, 1, 1
1877, 1876, 15, 0, 1, 1
2979, 2980, 14, 1, 1, 0
2980, 2979, 14, 1, 1, 0
5127, 5128, 11, 1, 1, 1
5128, 5127, 11, 1, 1, 1
5823, 5824, 7, 0, 1, 0
5824, 5823, 7, 0, 1, 0
7965, 7966, 9, 0, 1, 1
7966, 7965, 9, 0, 1, 1
5976, 5977, 14, 0, 1, 1
5977, 5976, 14, 0, 1, 1
7231, 7232, 15, 1, 1, 0
7232, 7231, 15, 1, 1, 0
7517, 7518, 18, 0, 1, 0
7518, 7517, 18, 0, 1, 0
4084, 4085, 3, 0, 1, 1
4085, 4084, 3, 0, 1, 1
3772, 3773, 9, 1, 1, 0
3773, 3772, 9, 1, 1, 0
7203, 7204, 12, 0, 1, 1
7204, 7203, 12, 0, 1, 1
7096, 7097, 20, 1, 1, 0
7097, 7096, 20, 1, 1, 0
5095, 5096, 13, 0, 1, 1
5096, 5095, 13, 0, 1, 1
1590, 1591, 20, 0, 1, 1
1591, 1590, 20, 0, 1, 1
6224, 6225, 13, 0, 1, 0
6225, 6224, 13, 0, 1, 0
5196, 5197, 12, 1, 1, 1
5197, 5196, 12, 1, 1, 1
8907, 8908, 19, 0, 1, 0
8908, 8907, 19, 0, 1, 0
774, 775, 20, 1, 1, 0
775, 774, 20, 1, 1, 0
5960, 5961, 11, 1, 1, 1
5961, 5960, 11, 1, 1, 1
4160, 4161, 3, 1, 1, 1
4161, 4160, 3, 1, 1, 1
512, 513, 1, 1, 1, 0
513, 512, 1, 1, 1, 0
911, 5229, 13, 0, 1, 1
5229, 911, 13, 0, 1, 1
8492, 8493, 10, 0, 1, 1
8493, 8492, 10, 0, 1, 1
6901, 6902, 10, 1, 1, 0
6902, 6901, 10, 1, 1, 0
3876, 3877, 10, 0, 1, 0
3877, 3876, 10, 0, 1, 0
4423, 4424, 9, 1, 1, 0
4424, 4423, 9, 1, 1, 0
8381, 8382, 3, 1, 1, 0
8382, 8381, 3, 1, 1, 0
2837, 2838, 6, 1, 1, 1
2838, 2837, 6, 1, 1, 1
7711, 7712, 8, 1, 1, 0
7712, 7711, 8, 1, 1, 0
4670, 4671, 7, 0, 1, 1
4671, 4670, 7, 0, 1, 1
3549, 3550, 1, 0, 1, 0
3550, 3549, 1, 0, 1, 0
4045, 4046, 10, 1, 1, 0
4046, 4045, 10, 1, 1, 0
8166, 8167, 2, 0, 1, 0
8167, 8166, 2, 0, 1, 0
2065, 2066, 14, 1, 1, 1
2066, 2065, 14, 1, 1, 1
6889, 6890, 2, 0, 1, 1
6890, 6889, 2, 0, 1, 1
7629, 9304, 15, 0, 1, 0
9304, 7629, 15, 0, 1, 0
336, 337, 2, 0, 1, 1
337, 336, 2, 0, 1, 1
3686, 3687, 11, 1, 1, 1
3687, 3686, 11, 1, 1, 1
6290, 6291, 20, 1, 1, 0
6291, 6290, 20, 1, 1, 0
841, 842, 12, 0, 1, 1
842, 841, 12, 0, 1, 1
4094, 4095, 7, 1, 1, 0
4095, 4094, 7, 1, 1, 0
9899, 9900, 15, 1, 1, 0
9900, 9899, 15, 1, 1, 0
5344, 5345, 5, 0, 1, 0
5345, 5344, 5, 0, 1, 0
4794, 3400, 11, 1, 1, 1
3400, 4794, 11, 1, 1, 1
4374, 4375, 5, 1, 1, 0
4375, 4374, 5, 1, 1, 0
1682, 1683, 6, 0, 1, 0
1683, 1682, 6, 0, 1, 0
2536, 2537, 14, 0, 1, 1
2537, 2536, 14, 0, 1, 1
8291, 8292, 8, 1, 1, 1
8292, 8291, 8, 1, 1, 1
9649, 9650, 6, 0, 1, 1
9650, 9649, 6, 0, 1, 1
5573, 5574, 1, 0, 1, 1
5574, 5573, 1, 0, 1, 1
8234, 8235, 20, 1, 1, 1
8235, 8234, 20, 1, 1, 1
2030, 2031, 14, 1, 1, 0
2031, 2030, 14, 1, 1, 0
7852, 7853, 18, 1, 1, 0
7853, 7852, 18, 1, 1, 0
3558, 3559, 6, 0, 1, 1
3559, 3558, 6, 0, 1, 1
9173, 9174, 11, 1, 1, 1
9174, 9173, 11, 1, 1, 1
3413, 3414, 2, 0, 1, 1
3414, 3413, 2, 0, 1, 1
3804, 3805, 1, 1, 1, 0
3805, 3804, 1, 1, 1, 0
5033, 5034, 4, 0, 1, 1
5034, 5033, 4, 0, 1, 1
5817, 5818, 7, 0, 1, 0
5818, 5817, 7, 0, 1, 0
2349, 2350, 14, 1, 1, 0
2350, 2349, 14, 1, 1, 0
6748, 6749, 13, 1, 1, 1
6749, 6748, 13, 1, 1, 1
1167, 1168, 10, 0, 1, 0
1168, 1167, 10, 0, 1, 0
22, 23, 18, 1, 1, 0
23, 22, 18, 1, 1, 0
6772, 6773, 14, 0, 1, 0
6773, 6772, 14, 0, 1, 0
2046, 2047, 5, 1, 1, 0
2047, 2046, 5, 1, 1, 0
6234, 6235, 8, 0, 1, 1
6235, 6234, 8, 0, 1, 1
3422, 3423, 8, 1, 1, 1
3423, 3422, 8, 1, 1, 1
6476, 6477, 18, 0, 1, 1
6477, 6476, 18, 0, 1, 1
3402, 3403, 14, 1, 1, 0
3403, 3402, 14, 1, 1, 0
3848, 3849, 3, 0, 1, 0
3849, 3848, 3, 0, 1, 0
4908, 4909, 20, 1, 1, 0
4909, 4908, 20, 1, 1, 0
764, 765, 1, 0, 1, 1
765, 764, 1, 0, 1, 1
9442, 9443, 1, 0, 1, 0
9443, 9442, 1, 0, 1, 0
1573, 1574, 11, 1, 1, 0
1574, 1573, 11, 1, 1, 0
1836, 1837, 9, 1, 1, 1
